sporder,RT,PUMA,SERIALNO,oldspord,ADJUST,PWGTP,AGEP,CIT,COW,DDRS,DEYE,DOUT,DPHY,DREM,DWRK,ENG,FER,GCL,GCM,GCR,INTP,JWMNP,JWRIP,JWTR,LANX,MAR,MIG,MIL,MILY,MLPA,MLPB,MLPC,MLPD,MLPE,MLPF,MLPG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,REL,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,YOEP,UWRK,ANC,ANC1P,ANC2P,DS,ESP,ESR,HISP,INDP,JWDP,LANP,MIGSP,MSP,NAICSP,OC,OCCP,PAOC,PERNP,PINCP,POBP,POVPIP,POWSP,RAC1P,RAC2P,RAC3P,RACAIAN,RACASN,RACBLK,RACNHPI,RACNUM,RACSOR,RACWHT,RC,SFN,SFR,SOCP,VPS,FAGEP,FANCP,FCITP,FCOWP,FDDRSP,FDEYEP,FDOUTP,FDPHYP,FDREMP,FDWRKP,FENGP,FESRP,FFERP,FGCLP,FGCMP,FGCRP,FHISP,FINDP,FINTP,FJWDP,FJWMNP,FJWRIP,FJWTRP,FLANP,FLANXP,FMARP,FMIGP,FMIGSP,FMILPP,FMILSP,FMILYP,FOCCP,FOIP,FPAP,FPOBP,FPOWSP,FRACP,FRELP,FRETP,FSCHGP,FSCHLP,FSCHP,FSEMP,FSEXP,FSSIP,FSSP,FWAGP,FWKHP,FWKLP,FWKWP,FYOEP
05,P,02000,2666,05,1015841,0128,05,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,2,2,,2,,,,,,,,,1,720,999,2,1,,01,,,,,,,1,,,,,002,307,,9,65,59,0,1,0,0,2,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,2720,01,1015841,0146,19,1,2,2,2,2,2,2,2,,,2,,,001100,015,01,01,2,5,3,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,9,000000,1,00000,00000,027000,40,1,52,,1,4,999,999,2,,1,01,6880,063,,002,6,5221M,0,0800,,0027000,0028100,002,217,002,2,02,37,0,0,1,0,1,0,0,0,,,132011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,2720,02,1015841,0119,00,1,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,02,,,,,,1,,,,,,,,,1,821,999,,5,,01,,,,,,,1,,,,,002,217,,9,65,71,0,0,1,1,3,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,2869,01,1015841,0037,44,1,2,2,2,2,2,2,2,,2,1,,2,000000,005,01,01,2,3,1,5,,,,,,,,,,,,,2,5,2,2,2,000000,00000,00,000000,1,,12,000000,2,00000,00000,060000,36,1,52,,1,2,050,022,2,,1,01,8190,137,,,4,622,0,3130,4,0060000,0060000,006,501,002,1,01,47,0,0,0,0,1,0,1,0,,,291111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,2869,02,1015841,0032,21,1,2,2,2,2,2,2,2,,2,2,,,000000,,,,2,5,1,5,,,,,,,,,,,,,2,1,2,1,2,000000,00000,02,000000,1,,9,000000,2,00000,00000,000300,28,1,02,,2,2,050,032,2,,3,01,9190,,,,6,8139Z,0,4940,4,0000300,0000300,005,501,,1,01,47,0,0,0,0,1,0,1,0,1,3,419041,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03,P,02000,2869,03,1015841,0046,01,1,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,05,,,,,,2,,,,,,,,,2,050,022,,7,,01,,,,,,,0,,,,,006,501,,1,01,47,0,0,0,0,1,0,1,1,1,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,P,02000,2869,04,1015841,0038,31,1,1,2,2,2,2,2,2,,,2,,,000000,045,,09,2,3,1,5,,,,,,,,,,,,,2,5,2,2,2,000000,00000,06,000000,1,,7,000000,1,00000,00000,100000,40,1,26,,1,1,022,999,2,,1,01,7770,055,,,4,56173,0,4250,,0100000,0100000,006,501,002,1,01,47,0,0,0,0,1,0,1,0,,,373010,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
01,P,02000,2915,01,1015841,0045,73,1,,2,1,2,1,2,1,,,2,,,000500,,,,2,1,1,3,2,0,0,0,0,1,1,1,1,1,0,0,2,5,2,2,3,000000,00000,00,073000,1,,11,000000,1,00000,07500,000000,,3,,,2,1,022,999,1,,6,01,,,,,1,,0,,,0000000,0081000,053,501,,1,01,47,0,0,0,0,1,0,1,0,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,2915,02,1015841,0047,76,1,,2,2,2,2,1,2,,,2,,,000800,,,,2,1,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,01,000000,1,,9,000000,2,00000,04200,000000,,3,,,2,1,051,999,1,,6,01,,,,,1,,0,,4,0000000,0005000,006,501,,1,01,47,0,0,0,0,1,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,3025,01,1015841,0033,35,1,5,2,2,2,2,2,2,,,2,,,000000,025,01,01,2,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,2,5,2,2,3,000000,00000,00,000000,1,,13,000000,1,00000,00000,050000,60,1,52,,1,1,032,999,2,,4,01,9680,043,,,1,928110P2,0,9030,,0050000,0050000,030,501,002,1,01,47,0,0,0,0,1,0,1,0,,,532010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,3025,02,1015841,0033,38,1,7,2,2,2,2,2,2,,2,2,,,000000,030,01,01,2,1,1,5,,,,,,,,,,,,,2,3,2,2,2,000000,00000,01,000000,1,,11,000000,2,00000,00000,040000,50,1,52,,1,1,171,999,2,,1,01,5580,095,,,1,4539,0,4700,4,0040000,0040000,012,501,002,1,01,47,0,0,0,0,1,0,1,0,,,411011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,3033,01,1015841,0209,44,1,3,2,2,2,2,2,2,,2,2,,,001200,010,01,01,2,2,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,11,000000,2,00000,00000,022000,40,1,38,,1,1,183,999,2,,1,01,7860,065,,,3,6111,0,4010,2,0022000,0023200,002,161,002,1,01,47,0,0,0,0,1,0,1,0,,,351012,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,3033,02,1015841,0273,21,1,,2,2,2,2,2,2,,,2,,,001200,,,,2,5,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,02,000000,2,6,9,000000,1,00000,00000,000000,,3,,,2,1,183,999,2,,6,01,,,,,6,,0,,,0000000,0001200,002,161,,1,01,47,0,0,0,0,1,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03,P,02000,3033,03,1015841,0155,14,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,5,4,,2,,,,,,,,,1,183,999,2,7,,01,,,,,,,1,,,,,002,161,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,P,02000,3033,04,1015841,0153,47,1,1,2,2,2,2,2,2,,,2,,,001200,015,01,01,2,3,3,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,09,000000,1,,11,000000,1,00000,00000,032000,40,1,52,,1,1,939,999,2,,1,01,0770,049,,002,4,23,0,6420,,0032000,0033200,002,340,002,1,01,47,0,0,0,0,1,0,1,0,,,472141,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,3205,01,1015841,0039,28,1,1,2,2,2,2,2,2,1,2,2,,,000000,,,,1,5,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,00,000000,1,,13,000000,2,00000,00000,026300,40,1,40,,2,2,922,210,2,,6,02,7290,,990,,6,5413,0,1420,4,0026300,0026300,002,272,,4,35,32,1,0,0,0,1,0,0,0,,,172081,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,3205,02,1015841,0044,28,1,1,2,2,2,2,2,2,,2,2,,,000000,,,,2,5,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,10,000000,1,,9,000000,2,00000,00000,004300,48,1,04,,2,2,922,920,2,,6,01,6090,,,,6,483,0,9620,4,0004300,0004300,002,044,,4,35,32,1,0,0,0,1,0,0,0,,,537062,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,3541,01,1015841,0037,79,1,,2,2,2,2,2,2,,,2,,,000390,,,,2,2,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,00,006000,1,,6,000000,2,00000,12000,000000,,3,,,2,1,082,999,2,,6,01,,,,,3,,0,,4,0000000,0018390,002,207,,1,01,47,0,0,0,0,1,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,3700,01,1015841,0034,25,1,1,2,2,2,2,2,2,,,2,,,001200,015,01,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,9,000000,1,00000,00000,034000,40,1,52,,1,2,032,088,2,,1,01,4970,028,,,1,4451,0,4700,,0034000,0035200,002,324,002,1,01,47,0,0,0,0,1,0,1,0,,,411011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,3700,02,1015841,0036,25,5,1,2,2,2,2,2,2,1,2,2,,,001200,030,01,01,1,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,01,000000,1,,9,000000,2,00000,00000,027000,40,1,52,1980,1,1,765,999,2,,1,01,6680,049,725,,1,5171,0,5820,3,0027000,0028200,223,324,002,6,47,71,0,1,0,0,1,0,0,0,,,439022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03,P,02000,3700,03,1015841,0035,06,1,,2,2,,2,2,,1,,,,,,,,,1,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,2,1,,2,,,,,,,,,1,765,999,2,1,,01,,,725,,,,1,,,,,002,324,,6,47,71,0,1,0,0,1,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,P,02000,3700,04,1015841,0042,02,1,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,02,,,,,,1,,,,,,,,,2,032,088,,1,,01,,,,,,,1,,,,,002,324,,9,65,71,0,1,0,0,2,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,P,02000,3700,05,1015841,0035,58,5,,2,2,2,2,2,2,3,,1,,2,001200,,,,1,3,1,5,,,,,,,,,,,,,2,5,2,2,3,009600,00000,06,000000,1,,1,000000,1,00000,00000,000000,,3,,1980,2,1,776,999,2,,6,01,,,725,,4,,0,,,0000000,0010800,242,324,,6,47,71,0,1,0,0,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,3708,01,1015841,0035,65,1,2,2,2,2,2,2,2,,,2,,,001100,045,01,01,2,2,1,5,,,,,,,,,,,,,2,1,1,1,1,003400,00000,00,000000,1,,11,003000,2,00000,11200,011000,09,1,48,,1,2,024,050,2,,1,01,9170,067,,,3,813M,0,4010,4,0014000,0029700,027,336,002,1,01,47,0,0,0,0,1,0,1,0,,,351012,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,3786,01,1015841,0040,45,1,3,2,2,2,2,2,2,,,2,,,001100,015,01,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,14,000000,1,00000,00000,062000,45,1,52,,1,2,089,032,2,,1,01,7860,049,,,1,6111,0,1820,,0062000,0063100,027,383,002,1,01,47,0,0,0,0,1,0,1,0,,,193030,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,3786,02,1015841,0050,51,1,3,2,2,2,2,2,2,,,2,,,001100,010,01,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,01,000000,1,,14,000000,2,00000,00000,020000,22,1,39,,1,2,032,026,2,,1,01,7860,055,,,1,6111,0,3130,2,0020000,0021100,029,383,002,1,01,47,0,0,0,0,1,0,1,0,,,291111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03,P,02000,3786,03,1015841,0041,13,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,4,3,,2,,,,,,,,,2,032,026,2,1,,01,,,,,,,1,,,,,002,383,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,P,02000,3786,04,1015841,0040,11,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,4,3,,2,,,,,,,,,2,032,089,2,1,,01,,,,,,,1,,,,,002,383,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,P,02000,3786,05,1015841,0056,10,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,3,2,,1,,,,,,,,,2,032,089,2,1,,01,,,,,,,1,,,,,002,383,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,3861,01,1015841,0033,40,1,1,2,2,2,2,2,2,,2,2,,,001100,010,01,01,2,4,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,11,000000,2,00000,00000,050000,45,1,52,,1,1,032,999,2,,1,01,7980,043,,,5,6212,0,3640,4,0050000,0051100,055,501,002,1,01,47,0,0,0,0,1,0,1,0,,,319091,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,3861,02,1015841,0041,19,1,1,2,2,2,2,2,2,,2,2,,,001100,015,01,01,2,5,1,5,,,,,,,,,,,,,3,5,3,2,3,000000,00000,02,000000,1,,11,000000,2,00000,00000,011000,37,1,52,,1,1,032,999,2,,1,01,8680,058,,,6,722Z,0,4150,4,0011000,0012100,002,501,002,1,01,47,0,0,0,0,1,0,1,0,,,359031,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,3888,01,1015841,0041,45,1,,2,2,2,2,2,2,,2,2,,,000000,,,,2,5,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,00,000000,2,4,4,000000,2,00000,00000,000000,,3,,,2,1,032,999,2,,6,01,,,,,6,,0,,4,0000000,0000000,008,000,,1,01,47,0,0,0,0,1,0,1,0,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,3888,02,1015841,0035,40,1,2,2,2,2,2,2,2,,2,2,,,000000,040,01,01,2,3,1,5,,,,,,,,,,,,,1,5,2,3,3,002500,00000,10,000000,1,,12,000000,2,00000,00000,029000,30,1,52,,1,1,050,999,2,,1,01,8190,045,,,4,622,0,3620,4,0029000,0031500,018,329,002,1,01,47,0,0,0,0,1,0,1,0,,,312020,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03,P,02000,3888,03,1015841,0034,37,1,1,2,2,2,2,2,2,,,2,,,000000,030,01,01,2,5,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,12,000000,1,,9,000000,1,00000,00000,082000,40,1,52,,1,4,999,999,2,,1,01,6290,049,,,6,488,0,9620,,0082000,0082000,002,501,002,1,01,47,0,0,0,0,1,0,1,0,,,537062,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,3929,01,1015841,0047,43,1,1,2,1,2,1,1,2,1,2,1,3,1,000600,,,,1,1,3,5,,,,,,,,,,,,,2,1,2,2,2,005000,03400,00,000000,1,,9,000000,2,06800,00000,010100,36,1,36,,2,2,920,902,1,,6,01,6090,,625,002,1,483,0,4220,4,0010100,0025900,053,138,,9,65,66,1,0,0,0,2,0,1,0,,,37201X,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
02,P,02000,3929,02,1015841,0049,31,1,1,1,2,1,1,1,2,,,2,,,000000,,,,2,1,3,5,,,,,,,,,,,,,2,5,2,2,2,000000,00000,01,000000,1,,1,000000,1,00000,00000,000000,,2,,,2,2,997,089,1,,6,01,6070,,,002,1,481,0,9610,,0000000,0000000,002,138,,4,35,32,1,0,0,0,1,0,0,0,,,537061,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03,P,02000,3929,03,1015841,0034,06,1,,2,2,,1,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,05,,1,,1,,2,,,,,,,,2,2,997,089,1,,,01,,,,,,,0,,,,,002,138,,4,35,32,1,0,0,0,1,0,0,1,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
04,P,02000,3929,04,1015841,0026,02,1,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,05,,,,,,2,,,,,,,,2,2,922,210,,,,01,,,,,,,0,,,,,002,138,,4,35,32,1,0,0,0,1,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,4220,01,1015841,0151,55,1,5,2,2,2,2,2,2,,,2,,,000050,020,01,01,2,1,1,3,2,0,0,0,0,1,0,0,0,0,0,0,3,5,3,3,3,000000,00000,00,009400,1,,12,000000,1,00000,00000,030000,40,1,52,,1,1,022,999,2,,1,01,6290,103,,,1,488,0,9040,,0030000,0039450,013,501,002,1,01,47,0,0,0,0,1,0,1,0,,,532020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
02,P,02000,4220,02,1015841,0125,55,1,1,2,2,2,2,2,2,,,2,,,001100,015,01,01,2,1,1,3,2,0,0,0,0,1,0,0,0,0,0,0,3,5,3,3,3,000000,00000,01,000000,1,,12,000000,2,00000,00000,035000,40,1,52,,,1,022,999,2,,1,01,4870,100,,,1,4441Z,0,2630,4,0035000,0036100,016,501,002,1,01,47,0,0,0,0,1,0,1,0,,,271020,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0
01,P,02000,4720,01,1015841,0046,53,1,1,2,2,2,2,2,2,,,2,,,000000,025,,12,2,3,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,9,000000,2,00000,00000,039900,64,1,24,,1,1,920,999,2,,1,01,8680,048,,,4,722Z,0,5700,4,0039900,0039900,002,359,002,4,33,32,1,0,0,0,1,0,0,0,,,436010,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,4720,02,1015841,0037,23,1,1,2,2,2,2,2,1,,,2,,,000000,010,,09,2,5,1,3,2,1,0,0,0,0,0,0,0,0,0,0,3,5,3,3,3,000000,00000,02,000000,1,,9,000000,1,00000,00000,005000,40,1,30,,1,1,922,999,1,,1,01,5390,154,,,6,4529,0,9620,,0005000,0005000,002,359,002,4,33,32,1,0,0,0,1,0,0,0,,,537062,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,4739,01,1015841,0034,56,4,6,2,2,2,1,2,1,1,,2,,,001300,,,,1,5,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,00,000000,1,,9,000000,1,04800,00000,000000,,2,,1961,2,1,024,999,1,,6,01,0770,,679,,6,23,0,6230,,0000000,0006100,108,063,,1,01,47,0,0,0,0,1,0,1,0,,,472031,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,4941,01,1015841,0048,39,1,1,2,1,2,1,1,1,,,2,,,001300,,,,2,5,1,5,,,,,,,,,,,,,2,1,2,1,3,000000,00000,00,007400,1,,9,000000,1,00000,00000,000000,,2,,,2,1,920,999,1,,3,01,8190,,,,6,622,0,4220,,0000000,0008700,002,088,,4,32,32,1,0,0,0,1,0,0,0,,,37201X,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,4974,01,1015841,0026,31,4,4,2,2,2,2,2,2,1,2,2,,,001100,,,,1,1,1,5,,,,,,,,,,,,,2,5,2,2,3,023000,00000,00,000000,1,,11,000000,2,00000,00000,000000,,2,,1992,2,1,720,999,2,,6,01,9370,,742,,1,9211MP,0,5360,1,0000000,0024100,233,237,,6,55,71,0,1,0,0,1,0,0,0,,,434161,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,4974,02,1015841,0015,31,5,1,2,2,2,2,2,2,1,,2,,,000000,010,01,01,1,1,1,5,,,,,,,,,,,,,3,5,3,3,3,001100,00000,01,000000,1,,11,000000,1,00000,00000,019200,38,1,52,2001,1,1,720,999,2,,1,01,8680,031,742,,1,722Z,0,4110,,0019200,0020300,233,237,002,6,42,15,0,1,0,0,1,0,0,0,,,353031,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
